	A549 P3	A549 P4	A549 P6	BJ P5	BJ P6	BJ P8	Caco2 P7	Caco2 P8	Caco2 P9	Hep2G P4	Hep2G P5	Hep2G P7	RT4 P4	RT4 P6	RT4 P7	SK-Mel 24 P10	SK-Mel 24 P8	SK-Mel 24 P9	SK-Mel 28 P10	SK-Mel 28 P8	SK-Mel 28 P9	U2-OS P5	U2-OS P6	U2-OS P7	U251 P4	U251 P5	U251 P6
ENSG00000187987	0	0	0	0.088653	0.12241	0.035707	0	0	0	0	0	0	0.12628	0.21925	0.06228	0	0	0	0.084345	0	0.053491	0.38171	0.82297	0.51798	0	0	0
ENSG00000187994	1.8654	1.8736	1.7965	0.37012	0.72487	0.46563	2.813	2.5601	3.5904	1.3052	1.7704	1.7678	0.040987	0.11846	0.10546	0.31105	0.47856	0.46139	0.45967	0.53123	0.38943	0.90447	1.6384	1.5193	0.046044	0.11598	0.09706
ENSG00000187997	0	0	0	0	0	0	0.031674	0.20217	0.13816	0	0.094456	0.082277	0.020744	0	0.0909	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188000	0.052224	0.11286	0.037264	0.1141	0.073484	0.16045	0.20947	0.024848	0.13172	0.12019	0.065709	0.014034	0.22985	0.51588	0.37927	0.12228	0	0.10497	0.08256	0.08528	0.22218	0.15178	0.15533	0.10578	0.093563	0.073775	0.17195
ENSG00000188001	0.40891	0.54389	0.36675	0.032113	0.057199	0	0.70837	1.9948	1.0342	0	0	0	0.85566	1.6243	1.5754	0.013907	0.044021	0.45321	0.31919	0	0.1677	0.28621	0.4722	0.27917	0.10885	0.26904	0.27062
ENSG00000188004	0.64385	0.085339	0.39585	1.1784	1.3081	1.385	0	0	0.031598	0	0	0	0	0	0.037198	0	0	0	0.382	0.26937	0.28819	0.47794	0.24849	0.30078	0.29508	0.42103	0.10594
ENSG00000188010	53.34	39.8807	41.0071	40.5232	37.9648	40.1463	18.8517	14.6655	13.6665	4.6703	18.9346	19.4907	33.2412	35.0422	43.9051	59.2935	66.9839	74.8748	42.3607	34.1042	43.8139	49.3611	45.5854	39.7227	44.7489	49.9419	43.7444
ENSG00000188011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188015	33.0308	52.4978	48.5251	12.2398	9.3469	15.5028	0	0.99114	0.62857	0.068728	0.79923	1.1262	3.8683	3.0629	2.2385	8.2822	31.235	12.164	0.54702	0.97725	0.14465	3.9881	2.7736	3.1278	6.5173	5.3822	3.7431
ENSG00000188021	31.5068	29.6961	28.1149	21.0105	22.5973	17.1222	13.2503	7.5696	12.6067	0.56678	2.0069	1.0312	17.0541	16.2862	13.5711	15.5263	17.5567	18.3077	17.2414	18.5958	21.459	26.3879	30.0382	25.7483	14.4404	19.4356	16.7306
ENSG00000188026	4.752	4.6136	4.0705	9.9913	10.1894	9.5824	11.6839	7.4882	9.3971	1.392	7.4673	5.5244	5.3303	8.4589	10.041	8.6275	5.9761	7.8557	4.5793	4.024	5.3815	2.8584	6.5633	4.2954	10.5075	9.1951	9.3043
ENSG00000188032	0	0	0	0	0	0	0	0	0	0	0.067897	0.070279	0.081962	0	0	0	0	0	0.17547	0	0	0	0	0.044337	0	0	0
ENSG00000188033	0.35934	0.32317	0.28477	0.14423	0.40481	0.34933	0.15992	0.20532	0.64814	0	0	0	0.50967	0.3967	0.085603	0.84935	1.0024	1.2558	1.342	1.3108	0.92426	0.56431	0.35633	0.44048	0.32094	0.45758	0.5396
ENSG00000188037	0.068992	0.032928	0.026881	0	0	0	0.10554	0.14156	0.097471	0	0	0	0	0	0.028716	0	0	0	0	0	0	0	0	0.054086	0	0	0
ENSG00000188038	0.11381	0	0	0	0.1311	0	0.098509	0	0.16173	0.60325	0.83688	1.2882	0.18896	0.33954	0	0.33404	0.17095	0.11784	0	0	0	0	0.13304	0	0.15637	0	0
ENSG00000188039	0	0.025595	0.033746	0	0	0	0	0	0	0.019817	0.016693	0	0	0.032098	0	0	0	0.0077677	0	0	0	0	0	0	0	0.03193	0.067629
ENSG00000188042	36.9162	33.2822	39.8512	4.4299	6.0298	1.9312	39.3821	18.6316	33.9633	0.0072352	0	0.062073	20.0714	15.8743	14.9288	26.5229	18.5793	25.4257	5.9301	4.7144	6.2863	40.4454	42.5009	42.0625	30.9974	46.4476	37.6974
ENSG00000188050	0	0	0	0.046322	0	0	0	0	0	0	0	0	0.070801	0.12593	0	0.12135	0	0.043279	0.037919	0.20667	0.041083	0	0	0	0.1159	0	0.041848
ENSG00000188051	1.2257	1.7108	1.0253	0.13251	0.069519	0.096201	0.31318	0.040775	0.25362	0.4507	0.82533	0.54652	0.20272	0.67488	0.42234	0.34565	0.090537	0.15437	0.04464	0.09823	0.087931	0.063264	0.2456	0.093628	0.16562	0.21093	0.29892
ENSG00000188056	0.095219	0.02634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041822	0	0	0	0	0	0	0	0	0	0
ENSG00000188060	0.48281	0.62165	0.32248	0.59679	0.65275	0.61794	2.8196	1.9545	3.8263	2.8701	5.2303	7.3655	0	0.070132	0.054627	0.23874	0.089484	0	0.081274	0.12507	0.059098	1.9927	2.645	2.1291	0.041216	0.030153	0.035353
ENSG00000188064	28.7721	41.3907	35.0612	0.045909	0.24062	0.20695	0.15205	0.037657	0.50189	0.019098	0	0.053261	12.5616	13.2006	9.2195	0.059459	0	0.028479	0.023414	0.042305	0	1.0235	0.9877	1.0064	0.47714	0.33845	0.56191
ENSG00000188069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188070	2.7445	2.2239	2.5773	6.5974	6.5951	6.2179	16.358	7.2646	10.1962	0.80826	3.397	3.1528	0.91334	1.9288	0.62377	5.8526	4.4582	5.0925	1.898	2.8017	2.1099	5.1198	7.8053	8.1061	4.4429	4.4781	3.8567
ENSG00000188076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076374	0	0	0
ENSG00000188089	0	0	0	0	0	0	0.062739	0.057951	0.26342	0	0	0	0	0.063702	0	0	0	0	0	0	0	0	0	0	0	0	0.030247
ENSG00000188092	3.825	4.1151	4.6226	7.0499	7.8155	7.6383	25.1327	15.0923	22.6571	0.32948	0.020177	1.9337	10.2171	9.2039	8.8801	12.0138	14.1391	12.5563	13.4437	12.1739	14.5669	6.5587	7.2321	5.5797	10.0939	13.6831	14.5274
ENSG00000188095	0.056041	0.40237	0.45307	0	0	0.089357	0.12386	0.052386	0.10889	0	0	0	0	0	0	0.4467	0	0.057814	0	0	0	0	0	0	0	0	0
ENSG00000188100	0	0.37218	0	0	0	0	0	0	0	0	0	0	0	0.5858	0.32206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188107	0.24273	0.093864	0.085765	0.075901	0.02567	0.052726	0.11986	0.020129	0.034523	0.028682	0.036308	0.023137	0.062946	0.028028	0.057195	0.10588	0.069208	0.066268	0.11181	0.1295	0.14566	0.18164	0.13871	0.11765	0.10864	0.19916	0.1372
ENSG00000188112	1.6464	1.6662	2.7405	1.5989	1.7646	1.4669	19.8925	30.4776	20.9134	2.1857	4.395	1.6101	24.4127	22.0917	16.0266	0.036624	0	0	0	0.013911	0.0086342	2.4714	1.168	1.723	0	0.1071	0.017223
ENSG00000188120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55537	0.015878	2.5995e-05	1.0925	0.93647	2.1739e-07	0	0	0	0	0	0
ENSG00000188124	0.060805	0.057876	0	0	0.070458	0	0	0	0	0	0	0	0	0.091217	0	0.17675	0	0.12572	0.65728	0.90131	0.77556	0.19265	0.1425	0.12656	0	0	0
ENSG00000188130	3.3301	6.6059	7.2349	14.2915	10.7511	12.5822	5.2562	6.815	8.8872	1.2967	2.8505	3.7863	3.586	2.5555	1.311	6.2911	4.5094	5.9369	15.3143	15.1679	9.9607	17.1134	15.9502	19.7635	13.6913	8.8272	12.8237
ENSG00000188133	0.090834	0.26015	0.11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041396	0.024842	0.014838	0.11223	0.10668	0.14245	0	0	0
ENSG00000188152	0.077462	0.042389	0.060364	0	0	0.017824	0.37233	0.39715	0.4975	0.017365	0.12986	0.061507	0.23764	0.39272	0.036954	0.096165	0	0.091729	0.052895	0.12715	0.094909	0.18797	0.15917	0.10327	0.080544	0.097473	0.019379
ENSG00000188153	38.8536	28.8278	29.8245	4.2591	4.0202	1.9574	18.681	12.7737	12.4706	1.7976	6.7251	3.0025	10.2645	12.8567	17.3488	7.5826	9.3344	9.9136	0.46137	0.73797	0.65738	1.4899	3.8764	3.8059	3.3962	4.2378	3.9034
ENSG00000188155	0	0	0	0	0	0	0	0	0	0.021939	0.03615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188157	18.2423	27.5948	21.2553	29.8794	16.1783	17.9262	7.1958	7.223	16.7968	0.92726	0.92137	1.6734	17.1114	14.5898	9.6323	14.3818	13.6926	8.7325	25.7932	17.9631	9.1693	18.1623	38.3183	68.8718	22.7129	6.3974	18.2992
ENSG00000188158	2.8357	3.2511	4.1632	0.955	0.99898	1.5177	0.42147	0.1752	0.44811	0	0	0	4.0503	3.8124	2.8417	1.4964	1.7027	1.9789	0.040594	0	0.018779	1.6858	0.83496	0.66152	0.017734	0.032102	0.031994
ENSG00000188162	0	0	0	0	0	0	1.7432	1.5308	2.3522	0	0	0	0	0	0	0	0	0	0	0.017465	0	0	0	0.013328	0	0	0
ENSG00000188163	0	0	0	0	0	0	0	0.077513	0	0	0.12239	0	0	0	0.28428	0	0	0.17709	0	0	0	0.060375	0.06697	0	0.078836	0.057743	0.11405
ENSG00000188167	1.0824	1.3358	1.0609	0.31494	0.27513	0.84312	0.50951	0.47417	0.69409	0.19006	0.1851	0.15813	0.21978	0.3483	0.19672	0.54834	0.32978	0.82765	1.0295	1.3868	1.5814	2.8364	2.6084	2.5107	0.80825	1.397	1.1486
ENSG00000188171	0.017706	0.066763	0.018932	3.5346	2.8317	4.3427	0.42692	0.32053	0.13691	0.15031	0.44371	0.36408	3.5332	3.3719	2.6444	8.0363	7.0879	7.7544	3.1729	2.5502	3.3013	0.025737	0.042813	0.037942	0.18864	0.68036	0.27273
ENSG00000188175	0	0	0	0	0	0	0.20987	0.042288	0.087704	0	0	0	0	0	0	1.9269	1.7843	1.4951	0	0	0	0	0	0	0	0	0
ENSG00000188176	0.030091	0	0	0	0	0	46.351	29.6328	40.8775	0.80039	1.9453	1.0541	0	0.045285	0.05001	0	0	0	0.027321	0	0	0.063677	0.070629	0.15706	0.041675	0	0
ENSG00000188177	0.9036	0.62634	0.57692	1.0535	0.98098	0.71067	0.6699	0.18508	0.55127	0.035007	0.059376	0.042021	0.13936	0.33637	0.18568	1.4467	1.5401	1.6046	0.50628	0.43807	0.54258	0.136	0.11461	0.11909	0.6709	1.0344	0.78505
ENSG00000188186	143.4517	179.0462	161.5694	135.4196	120.699	189.6018	73.5572	64.1923	81.1899	13.9471	42.705	44.8073	144.6117	157.9125	139.9042	453.1863	429.1764	359.3242	184.0356	192.9919	121.7859	153.1606	262.3358	294.0181	152.6927	108.5789	146.8897
ENSG00000188191	11.6434	15.4605	13.4448	10.5038	11.0815	9.7439	16.9356	22.8594	31.7854	2.2347	8.2747	10.8648	10.1121	6.7069	5.5483	21.7397	18.2329	19.7986	10.844	6.6951	5.7792	6.0338	5.7924	6.219	18.9765	12.2511	17.5135
ENSG00000188199	0.16565	0.19447	0.1188	0.29261	0.23006	0.20641	0.1956	0.12921	0.33271	0	0.29616	0.22994	0.014228	0.14645	0.058693	0.32025	0.18642	0.20926	0.086071	0.14846	0.080032	0.26072	0.20692	0.51971	0.38866	0.23057	0.16842
ENSG00000188211	1.1839	1.0918	1.1413	0.20888	0.28548	0.41745	1.4288	1.7459	3.7929	0.079279	0.12209	0.089158	0.5178	0.38131	0.081664	1.1619	1.1699	1.5167	3.0975	3.1467	3.1054	0.65741	0.84414	0.73462	0.77055	1.1081	1.1121
ENSG00000188215	5.2648	4.2228	6.4255	8.6107	9.2258	10.5479	5.4194	2.9515	4.2462	3.5639	2.3668	1.7279	2.6268	3.4214	2.0806	4.6012	5.2291	6.1088	7.4204	7.6608	7.1315	5.2021	5.5052	5.0774	2.4312	2.6969	1.899
ENSG00000188219	0	0	0	0	0.017467	0	0.18182	0.23682	0	0	0	0.011412	0.010989	0	0	0	0	0	0.075858	0	0.054067	0.37416	0.2501	0.71967	0	0	0
ENSG00000188227	0.050712	0.042403	0.042352	1.4953	0.95662	1.8155	0.26378	0.019121	0.20609	0.15619	0.079922	0.063591	5.0304	3.3453	1.8769	0.43996	0.30343	0.36034	0.14089	0.049555	0.089328	1.6772	1.3663	1.3975	1.8753	3.161	2.2075
ENSG00000188229	338.078	525.815	431.282	246.197	182.549	614.435	388.631	660.864	468.937	72.1303	308.345	487.815	431.862	357.233	268.591	768.598	424.477	523.825	196.281	156.879	120.306	475.318	633.004	624.379	434.236	268.446	410.862
ENSG00000188234	1.2272	1.6978	2.1929	2.928	2.713	2.7955	7.652	7.056	9.067	0.76452	2.3711	2.3207	1.2715	4.3184	1.0748	1.6585	0.46259	2.6413	2.0904	1.0914	2.4535	2.8398	3.426	2.6162	3.5318	4.8891	4.4407
ENSG00000188243	103.2329	82.9639	89.7124	132.1765	146.315	110.9288	97.012	62.4688	84.7641	3.1796	4.4029	4.9158	76.11	72.3197	84.787	63.2081	70.807	68.5027	75.5548	69.8173	72.3409	51.3394	59.2526	66.1738	84.7752	85.1368	89.8178
ENSG00000188257	0	0	0	0	0	0	16.9269	26.2963	0.03724	0	3.7377e-06	0	12.7336	8.3163	15.0633	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188263	0.015515	0.044433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016015	0	0	0	0	0	0.01622	0	0	0
ENSG00000188266	8.613	7.7822	7.4245	3.4531	3.7733	4.1716	9.6796	7.5836	7.0432	1.1094	3.0235	3.9848	6.5589	7.5696	9.1961	8.6551	8.3923	9.443	8.3194	8.5418	6.6331	1.6774	2.6516	1.8494	5.9967	8.612	7.1743
ENSG00000188269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057492	0.21045	0	0.13489	0.22451	0.38945	0	0	0
ENSG00000188277	0.28477	0.11321	0.3329	0.078973	0.24849	0.22864	2.2181	1.2641	1.5429	0.18004	0.79683	0.61826	0.76556	1.2865	1.0091	0.10277	0.14382	0.12251	0.064745	0.077935	0.023263	0.72843	0.91935	1.3386	0.32886	0.33463	0.30861
ENSG00000188282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028096	0.019309	0	0	0
ENSG00000188283	5.5107	4.5593	4.5637	2.244	2.6619	1.6931	6.919	2.3045	4.1856	0.4662	0.30898	0.79568	5.2982	5.5711	4.7805	0.38501	0.74883	0.58824	3.0534	3.6979	3.1694	3.6663	4.5449	5.7015	2.3976	5.6194	3.0193
ENSG00000188290	0.48866	1.7856	0.58971	2.9148	1.1815	1.1237	4.8485	1.3227	3.3477	0.26137	0.72989	3.0205	1.0308	0.39261	1.1728	0.97795	0.21028	0.61479	1.9716	1.4308	0.64951	0	0	0	1.9952	1.0419	2.2356
ENSG00000188293	0.28512	0.63176	3.2638	0	0	0	0.16483	0	0.13494	0	0	0	61.7421	63.0787	42.1919	0	0	0	0	0	0	0	2.446	1.4783	0	0	0
ENSG00000188295	5.1057	4.0058	3.4098	3.5567	3.3048	3.3075	4.8199	3.3636	5.9602	0.4347	1.0096	0.87963	7.3575	7.0759	3.8839	3.1308	2.6561	4.2948	1.8473	2.155	1.6469	7.0642	9.0846	8.4167	6.5021	9.3192	9.3792
ENSG00000188305	0.021729	0	0	0.024048	0	0.10439	0.037865	0	0	0.20914	0.12772	0.13363	0	0.032627	0	0	0.065746	0.044748	0.039457	0	0.063716	0	0.025446	0.022631	0	0	0
ENSG00000188306	0.031831	0	0	0.03526	0.037002	0	0.083349	0	0	0	0	0	1.0787	1.3411	0.92556	0	0	0	0	0.052303	0	0	0	0	0	0	0
ENSG00000188312	13.58	10.5621	8.2573	1.0569	0.52064	2.3278	4.6393	3.1236	5.0497	0.22553	1.2734	1.1513	10.9685	7.7656	7.7743	15.6213	8.802	17.4373	5.2706	7.0423	8.3791	11.0219	9.4616	8.7411	12.0664	15.3957	9.3567
ENSG00000188313	94.2783	79.2371	74.4927	20.9784	19.6669	13.7669	75.8172	36.9327	52.3372	0.57118	1.978	2.3825	28.5416	40.3788	52.2534	65.501	85.0215	61.8974	125.1226	128.9041	135.8054	28.9236	26.8151	27.4995	50.0246	52.7786	54.364
ENSG00000188315	1.9034	0.73335	0.96206	1.6351	1.8499	1.4858	2.6558	2.1434	2.0499	0.69624	1.8999	1.5753	5.78	5.6542	5.2758	1.0792	0.73669	0.91158	2.5683	2.1532	3.1641	3.8438	4.766	3.328	2.609	3.0623	2.6129
ENSG00000188316	0.49167	0.42522	0.29248	0.58256	0.40671	0.20714	0.062493	0.068533	0.067792	0	0	0.17795	0.12344	0.095017	0.21032	0.30169	0.67129	0.89267	0.057312	0.076192	0.26503	0.95843	0.46565	0.65367	0.51524	0.64372	1.6676
