	A549 P3	A549 P4	A549 P6	BJ P5	BJ P6	BJ P8	Caco2 P7	Caco2 P8	Caco2 P9	Hep2G P4	Hep2G P5	Hep2G P7	RT4 P4	RT4 P6	RT4 P7	SK-Mel 24 P10	SK-Mel 24 P8	SK-Mel 24 P9	SK-Mel 28 P10	SK-Mel 28 P8	SK-Mel 28 P9	U2-OS P5	U2-OS P6	U2-OS P7	U251 P4	U251 P5	U251 P6
ENSG00000005810	9.6576	8.5488	8.9735	22.6446	26.3252	17.4213	11.9997	7.1832	8.7541	1.115	2.2538	2.0252	19.3794	17.6231	18.6589	9.4859	8.1757	8.6587	11.0187	13.2274	13.6986	12.1608	11.6038	10.8311	12.2184	15.8218	13.0008
ENSG00000005812	21.5661	18.19	12.361	20.894	21.0126	13.4591	17.8818	5.5067	12.9916	0.35588	1.2184	0.73035	14.2454	10.9211	12.0815	16.8958	16.2477	23.3599	14.6564	10.6231	14.7588	20.2173	20.1695	17.1461	10.6766	20.6577	17.0527
ENSG00000005844	0.31162	0.12526	0.046321	0.040941	0.016172	0	0.028612	0	0	0.060261	0.24803	0.36416	0.069564	0.22414	0.04157	0.062177	0	0	0.010415	0	0	0	0	0.023906	0	0.034634	0
ENSG00000005882	19.5926	20.8406	14.8937	22.9492	22.3157	23.3634	1.8712	1.4824	1.6664	1.869	3.6101	3.0675	8.7157	14.219	7.1314	15.3349	16.4729	12.5186	9.0028	10.2569	9.5534	18.1386	33.1232	35.6441	8.9104	13.6661	10.2659
ENSG00000005884	145.8518	209.5842	242.5469	88.6347	75.5905	124.8371	2.5514	2.8491	5.0411	0.12042	0.41799	0.28818	158.7287	204.9432	123.3025	235.1296	169.1524	153.9206	49.8712	41.6537	40.8015	167.2561	123.2192	147.6514	423.5501	340.6387	416.4181
ENSG00000005889	12.9342	14.5965	12.0517	4.6664	5.6299	7.3402	6.7676	3.2809	5.7201	0.77668	3.2608	2.1972	5.7397	4.0483	5.4258	10.2547	8.1143	12.4419	8.7617	9.7799	10.3307	10.1693	10.1704	10.4904	3.9592	6.7858	5.6391
ENSG00000005893	112.3476	89.9302	74.0046	102.6348	104.3121	85.5387	61.5822	28.4215	61.2939	5.0453	14.3364	9.1663	38.711	41.3878	42.7732	310.3891	327.6054	380.8312	367.3603	328.8898	392.8881	84.1626	129.9386	110.6324	312.0819	523.7143	448.2601
ENSG00000005961	0.053003	0.69538	0	0	0.39696	0	0.24144	0.022371	0.29454	0	1.5653	0.79313	0	0	0.054453	0.13222	0.10664	0.15191	0.01616	0	0	0.027817	1.4756	0.26704	0.089229	0.065817	0
ENSG00000005981	3.1269	1.976	1.7161	0.12941	0.13147	0.067919	0.086557	0.077355	0.041317	0.43894	0.58966	0.27284	0.12008	0.19196	0.16451	0.060999	0.064191	0.1602	0.064319	0.092738	0.055313	0.19592	0.13431	0.19237	0.039142	0.11746	0.12712
ENSG00000006007	70.5487	63.3808	51.1066	40.9494	45.7351	34.0967	27.6102	20.2727	25.5906	5.7279	16.7608	13.6793	41.4194	40.8568	44.6231	30.8537	34.8626	32.1028	36.5152	38.179	35.5504	23.3964	32.44	30.511	25.3231	27.139	27.4716
ENSG00000006015	4.3791	5.3831	4.7955	7.5879	5.0775	4.3933	2.0319	0.73395	0.96633	0.28931	1.6589	2.8903	9.1142	2.9231	4.6469	10.6334	10.8674	9.0316	10.0556	5.6414	3.615	0.69537	5.0189	8.6936	6.9218	0.047951	5.4737
ENSG00000006016	0.032548	0.12415	0.11527	3.4516	1.0144	2.4042	0.61434	0.35423	0.31335	13.6715	28.9729	30.591	0.02757	0	0	1.4365	0.79373	0.91881	1.5994	0.58817	0.39857	2.2247	7.6209	13.9463	0.20523	0.032817	0.1111
ENSG00000006025	2.5115	2.7198	3.1039	1.6177	1.351	2.4473	3.4102	1.9413	4.4207	0.42785	0.69895	0.83924	1.7401	1.4671	0.87068	2.9679	2.1326	2.4139	1.2052	1.3698	0.88104	1.1244	1.2192	1.5554	2.0304	1.2854	1.9704
ENSG00000006042	23.3232	22.1152	20.9001	150.7833	172.5921	139.3094	196.1198	151.0704	218.8712	12.5813	41.2463	40.1988	50.9379	58.5291	49.073	44.22	22.7548	32.8649	184.0509	174.6832	147.2062	82.0726	102.8916	116.7799	0.048451	0.012133	0.034982
ENSG00000006047	0.15452	0.14763	0.31425	0.28975	0.21727	0.12065	15.0875	14.8228	16.9715	0.016456	0.32422	0.56507	0	0	0	0.10826	0	0.077276	1.3152	1.7454	1.3076	2.0012	5.3648	5.2257	0	0	0
ENSG00000006059	0	0	0	0	0	0	0.020995	0	0	0	0	0	1.911	1.2633	1.1182	0	0	0	0	0	0	0.050933	0	0	0	0	0
ENSG00000006062	8.1067	12.4753	14.0481	2.0698	1.8515	4.0031	3.2424	2.4444	3.3617	0.83763	0.17661	0.15982	2.136	2.3786	1.1229	6.3978	3.529	5.6296	1.665	1.5911	1.5335	5.3506	6.2927	6.6844	18.3602	11.361	14.1708
ENSG00000006071	1.3568	0.30668	0.40407	0	0	0	0	0	0.19186	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034413	0.22242	0	0	0
ENSG00000006116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026917	0	0.016173	0	0	0	0	0	0	0	0
ENSG00000006118	18.4279	27.5153	21.5441	19.328	11.0011	18.7623	14.4979	11.6315	11.3253	5.0141	14.5761	16.9502	7.9213	13.16	10.8402	28.6876	49.8997	25.1152	4.6496	2.7398	1.2742	9.2537	23.6636	38.3662	23.9059	11.1258	25.4967
ENSG00000006125	258.2761	264.4216	269.5105	74.8333	88.533	120.1779	50.6206	61.9779	80.0039	4.304	11.5037	8.4179	70.7967	74.7576	52.7206	145.6877	142.1887	147.4792	102.9492	106.9829	111.4383	152.3388	136.414	130.032	158.4325	215.9304	194.2141
ENSG00000006128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072356	0.080288	0	0	0	0
ENSG00000006194	21.2145	22.0308	23.9737	16.0589	15.162	19.9563	23.8138	18.0601	27.844	1.787	6.7422	5.7549	15.1523	17.7386	11.5436	23.3899	24.9778	25.6499	21.2886	24.9783	22.79	30.3482	29.5355	28.4935	19.1433	22.5025	21.1222
ENSG00000006210	0.97283	0.94437	0.48183	0.036556	0.021255	0.058228	4.352	1.617	4.3409	13.1407	38.2101	32.0194	0.031044	0.099197	0.054802	4.4039	6.1993	2.4952	3.1589	3.2408	2.0306	5.8118	7.9252	11.7562	3.1707	2.7433	3.3366
ENSG00000006282	13.5513	22.6644	14.9015	14.5864	11.6249	10.8682	28.7656	33.8405	37.8136	15.5569	28.8639	31.8949	14.9	11.6035	16.8253	8.021	5.1488	4.8304	8.9078	13.9072	6.5204	11.9783	22.8496	23.8142	5.0269	4.0323	5.0173
ENSG00000006283	3.4734	3.5547	3.6577	0.0074014	0.057664	0.06584	0.68037	0.42629	1.0133	0.072448	0.11752	0.061476	0.075114	0.24032	0	0.068623	0.12337	0.0068648	0.044901	0.013049	0.079979	1.1861	2.4879	3.1615	0.087225	0.056482	0.081478
ENSG00000006327	91.717	152.655	170.7551	318.4615	264.1064	424.8	66.7705	138.4279	68.6442	16.075	77.8014	72.1581	66.4566	73.2127	64.5583	298.1893	255.2595	293.483	136.4954	80.3864	99.2851	169.5133	165.3094	189.8338	403.3519	274.6547	399.282
ENSG00000006377	0.027208	0.046728	0	0.027161	0	0	1.5061	0.7494	1.5065	0.69704	2.9086	1.5359	2.1496	1.9316	1.7107	0.7783	0.83582	0.6827	0.71252	0.72385	0.52813	0.025919	0.028747	0.025578	0.33934	0.47955	0.63688
ENSG00000006432	4.7561	3.8552	4.7612	0.2222	0.22476	0.44225	3.3283	2.3637	4.3777	0.16576	0.68821	0.51302	5.3111	6.2167	3.804	1.0794	0.8242	0.7922	3.9153	4.7733	4.3131	6.2249	9.164	8.6242	2.7586	3.4053	3.5057
ENSG00000006451	30.2407	24.2603	22.2474	33.8911	35.375	25.2717	49.6882	38.4817	38.5463	2.9844	12.2484	9.1336	31.2769	28.2396	41.8908	33.4327	31.9112	44.2113	21.7655	17.203	24.8864	31.3288	35.9775	29.6198	30.1382	50.0991	47.0549
ENSG00000006453	31.354	28.1958	34.2882	8.3371	9.3491	10.4116	35.071	28.1632	36.8393	1.8584	5.7494	4.483	29.324	36.3258	22.7778	18.4445	12.6657	15.8745	26.1252	29.6782	23.9934	36.3659	42.6821	42.8884	4.1309	4.1713	3.8123
ENSG00000006459	1.6253	1.1651	1.5105	0.36438	0.53335	0.12144	0.90084	0.36628	0.96786	0.31634	0.87823	0.62755	0.61827	0.66659	0.42378	1.7086	2.2879	1.8868	1.9509	1.3738	1.9851	0.8872	0.93929	1.2844	1.5277	4.9187	5.3698
ENSG00000006468	9.3541	7.8394	6.9213	0.32882	0.32486	1.1967	0.25742	0	0.012202	0.14494	0	0.028026	0.17738	0.48499	0.12968	29.6526	29.3836	30.4427	41.9146	37.3965	48.1663	5.2191	5.3377	3.365	6.099	10.2038	7.9208
ENSG00000006530	30.4983	30.8676	33.8171	16.2716	16.9809	22.9944	14.5472	19.4517	21.1787	1.4621	3.688	3.2812	19.6019	15.811	16.3622	102.8999	98.0141	107.3109	30.0613	30.4776	32.8999	20.5911	18.5513	18.9003	31.7988	37.6407	34.9172
ENSG00000006534	131.1258	153.5719	124.2393	28.8807	27.446	24.5205	11.5734	5.9589	11.9909	1.6436	4.0916	3.4183	0.86267	0.91774	0.72497	10.1549	11.5955	10.0856	4.2142	3.1432	2.294	7.1671	26.4021	27.0248	14.6593	7.4282	11.437
ENSG00000006555	0	0.031205	0.025458	0	0.018977	0	5.0548	4.2495	4.6402	0.12467	0.09009	0.083293	1.8032	2.22	1.51	0.026695	0.065788	0	0.014849	0.026755	0	0.064882	0.019917	0.038268	0.023016	0.043087	0.016386
ENSG00000006576	15.8175	12.7024	13.096	16.049	17.0706	19.9776	15.0858	9.4551	15.6357	0.37235	0.46767	0.35401	24.1988	27.0524	22.689	20.8652	15.9326	24.7383	32.1849	32.2928	39.957	32.7658	41.6611	36.5012	14.7928	28.603	22.579
ENSG00000006606	5.548	4.9186	3.5178	0.37547	0.19889	1.4506	0.14953	0	0.24677	0	0	0	0	0	0	2.5662	3.112	2.1609	0	0	0	17.9946	47.7973	29.7195	3.3197	8.3393	6.1799
ENSG00000006607	10.9894	17.1695	10.4088	11.5097	14.8745	11.0027	6.8042	4.1595	6.9812	1.1613	6.0895	4.2908	16.8023	14.5423	8.52	28.2305	34.7547	31.0792	100.5872	100.9889	114.769	16.8712	22.2002	19.0563	7.3826	12.2401	9.4544
ENSG00000006611	6.4099	4.9955	2.6496	0	0	0	64.6426	62.2927	85.8431	0	0	0	0.10591	0	0	0	0	0	0	0	0	0.083611	0.7946	0.9177	0.036486	0	0
ENSG00000006625	62.1801	54.0769	65.286	20.2828	13.8231	15.978	132.3672	91.3674	94.8539	6.1871	47.2231	42.0188	130.5933	126.3998	128.3356	58.2164	38.4005	67.3647	60.5023	64.5562	76.1718	75.8366	58.0137	56.5679	64.52	90.2217	80.3539
ENSG00000006634	0.83353	0.88052	0.34728	0.26118	0.067825	0.18701	0.85312	0.28094	0.46095	0	0.071177	0.099244	0.29363	0.17622	0.29914	2.4139	1.8086	2.8696	0.71276	0.38616	1.2824	1.2597	1.9921	1.002	0.78627	1.1456	1.5017
ENSG00000006638	0	0.11511	0	1.1187	0.74618	0.71325	0.037812	0.054798	0	0.023253	0	0.20236	0.036265	0.048319	0.026724	0.13925	0.049185	0	0	0	0	0.27377	0.56521	0.48776	0.89694	0.64016	0.80404
ENSG00000006652	21.638	19.6843	29.2577	28.6859	24.7798	11.5764	63.8523	47.9719	60.6276	1.8552	3.4119	2.8459	25.7857	15.6403	19.3433	66.5539	35.3874	81.7919	22.6304	22.0949	22.7067	19.1542	20.2988	26.1442	63.0773	100.7838	105.3256
ENSG00000006659	0	0	0	0.10336	0	0	0.65324	0.75931	0.66964	0.2743	0	0	0.15736	0.14102	0	0	0	0	0	0	0.092595	0.39773	0.24915	0.097644	0	0	0.093863
ENSG00000006695	16.152	16.6454	17.1474	7.5105	7.541	9.0593	12.2303	11.8988	11.0888	1.8523	7.709	7.6544	11.6206	10.6782	10.1962	8.1894	8.1982	8.4831	13.0881	12.3779	15.1626	9.2243	10.8602	9.0775	11.1089	13.8258	14.4863
ENSG00000006704	11.0638	10.0841	14.1467	15.0339	17.3528	11.1212	40.1646	31.9656	29.687	1.8759	8.1672	8.9846	15.5902	17.0067	15.4635	14.3971	11.8012	13.136	5.8651	7.7398	7.3998	17.6262	18.2184	26.7191	22.9534	24.0433	30.4499
ENSG00000006712	53.3363	59.55	61.5881	35.4267	35.209	63.8132	45.8693	47.9429	55.2076	4.3785	11.1168	14.7463	65.5115	70.9774	47.4749	41.6653	37.4216	40.5727	35.9591	41.4743	34.1278	56.1475	58.2183	59.81	51.0348	48.3871	48.44
ENSG00000006715	36.0784	31.3803	34.5594	20.6428	20.4689	18.9266	13.3426	7.8687	19.0764	0.48737	1.2557	1.072	25.4707	30.8234	17.646	63.8802	70.0373	89.3411	43.214	57.4457	50.9141	29.0086	30.6471	29.4513	26.5195	51.4727	35.4309
ENSG00000006740	0.49842	0.56479	0.50833	0.17537	0.33192	0.68726	1.2303	1.1951	1.1681	0.10929	0.28136	0.27627	0.86608	0.86556	0.76362	0.19964	0.091643	0.08638	0.18301	0.12831	0.14982	2.1152	3.0306	4	0.035346	0.051256	0.012755
ENSG00000006744	62.7407	67.8968	83.1696	24.3116	25.4919	40.994	28.8637	32.887	41.3202	2.0625	1.4081	0.23751	36.0772	33.6198	22.4728	56.6687	47.6799	53.683	37.8267	43.6216	49.4115	51.7335	36.425	30.5463	50.6016	57.0189	50.5483
ENSG00000006747	1.4873	1.3028	0.19895	0.24762	0.24314	0.55259	0.55355	0.4584	0.22224	0.1812	0.26105	0.15735	3.2198	2.9732	1.9067	0.061718	0.073095	0.060804	17.8405	18.0225	21.1486	0.66464	0.97917	0.80131	0.053391	0.1058	0.09855
ENSG00000006756	19.1047	14.8403	13.2114	5.4621	6.3593	4.4477	0.33206	0.11781	0.13696	0.83999	2.6159	1.7179	0.068992	0.089762	0	1.1507	1.199	1.4099	8.2242	7.1716	6.4521	0.051493	0.16929	0.11096	3.8134	3.7075	3.3954
ENSG00000006757	29.2725	28.8471	26.6527	20.1845	18.3899	22.5267	20.7686	23.6855	27.0829	0.84331	4.9594	6.4696	16.7138	16.9873	19.0508	13.4353	10.7789	7.5632	32.1524	33.9225	35.448	11.544	12.1392	10.8443	0.098139	0.31717	0.17047
ENSG00000006788	0	0	0	0.0099151	0.01039	0	0	0	0	0	0	0	0.007597	0	0	0	0	0	0	0	0	4.2283	1.8735	2.0927	0	0	0
ENSG00000006831	55.7656	53.9754	54.1203	26.9085	29.57	27.5779	59.5102	46.4326	62.069	4.7485	16.404	11.5143	31.1906	35.9038	27.5672	46.3024	50.8056	54.2569	56.1803	57.6691	56.5156	80.9081	85.2082	74.3929	57.7979	75.6552	66.6589
ENSG00000006837	0.85275	1.0908	1.3566	0.26175	2.1123	0.57165	1.8354	0.49618	0.99074	0.26048	0.1395	0	0.40532	0.31888	0.24116	1.2786	1.9786	1.612	1.2711	0.63057	1.6295	0.23039	0.31916	0.25433	0.24962	2.7849	0.58808
ENSG00000007001	0.092118	0.043948	0	0	0.16078	0	0.16095	0.03146	0.065095	0.030856	0.01857	0	0	0	0	0.1662	0.034894	0.11889	0.020948	0.041836	0	0	0.029903	0.024058	0.15958	0.11597	0.046077
ENSG00000007038	0	0	0.063341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007047	6.2303	5.2416	4.6811	19.4258	18.5384	23.6351	7.6598	5.9555	6.9972	4.6383	14.6589	15.7282	12.2364	14.0762	10.0824	18.3987	11.2303	13.568	12.2226	11.9585	12.7992	9.7745	16.7377	15.268	13.0522	13.5419	15.8471
ENSG00000007062	0.33055	0.31782	0	0	0.014343	0	100.6644	44.6298	119.135	0.45478	0.29187	0.10877	0	0.041499	0.23981	0	0.020529	0.027943	6.5042	7.0295	5.3476	0.05301	0.13016	0.077253	0.36302	0	0
ENSG00000007080	27.95	35.5323	36.023	47.879	29.0144	49.4614	29.5239	29.2118	32.1568	7.2375	18.9368	38.4062	59.3005	37.6221	37.0767	83.455	55.563	57.2968	73.2938	47.7493	27.3459	32.6767	44.7173	69.3333	83.004	34.9981	87.9653
ENSG00000007129	0	0	0	0	0	0	0.030371	0	0.19832	0	0	0	0	0	0	0	0.099018	0.03392	0	0.054052	0.25469	0	0.038433	0.11259	0	0	0
ENSG00000007168	82.4256	81.3455	62.9899	45.6556	49.6388	41.3605	41.2706	24.5511	53.8363	1.2865	2.8191	1.9105	19.9549	16.1056	14.4187	62.636	57.0626	81.4325	68.9617	53.2417	66.4822	56.9627	62.8295	48.5064	38.1704	67.4162	54.2689
ENSG00000007171	0	0.031097	0.025384	0.028569	0	0	3.5293	4.7165	6.3535	0.052222	0.0094611	0.0099535	0	0.11626	0.042823	0.28178	0.077971	0.10613	0	0.021086	0.063857	0.25864	0.22645	0.36288	0.01783	0.051712	0.016303
ENSG00000007174	0	0	0.3934	0	0	0	0.0033538	0	0	0	0	0	0	0	0	9.0231	8.1465	6.9705	0.073433	0.018171	0.023677	0.020243	0.041298	0.27299	0	0	0
ENSG00000007202	74.2908	76.1081	79.7858	33.561	37.6597	46.7931	21.8623	23.2979	35.326	1.5911	5.2843	5.6701	54.666	57.0689	31.5947	69.6271	69.4551	67.5999	47.1305	58.2302	58.7718	77.2307	59.9038	63.7601	75.2764	86.6088	78.2043
ENSG00000007216	0.78603	0.63897	0.20175	0	0	0	0.11341	0	0.068939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237	0.43525	0.48573	0.39515	0.47747	0.75079	1.3148	0.028091	0.03469	0.045322	0.090395	0.16238	0.12456	0.269	0.32831	0.15303	289.8688	320.6514	303.1703	68.2227	59.3336	57.0401	2.2799	4.2546	5.5468	0.057423	0.066744	0.16538
ENSG00000007255	42.7401	45.847	34.2925	19.6683	16.0287	6.9609	21.4588	13.94	23.8912	2.0637	5.9666	4.2154	23.0516	21.4778	27.7184	13.9108	17.4083	11.2823	29.2829	27.0624	13.0859	1.534	11.1032	12.9604	9.5225	3.9514	10.9019
ENSG00000007264	0	0.095224	0.32849	0	0	0	0.2435	0	0.2949	0.088391	0.024393	0.12913	0	0	0	0	0	0	3.3549	2.6893	2.001	0.25479	1.054	0.43013	0	0	0
ENSG00000007306	0.12604	0.06022	0	0	0	0	0	0	0.24844	0	0	0	0.042707	0.19018	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007312	0	0	0.077595	0.49446	0.95012	0	0.043345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0
ENSG00000007314	0.02007	0.038342	0.041696	0	0.0077985	0	0	0	0	0.0030403	0	0	0	0	0	0	0.010153	0	0	0.01097	0	0.042531	0.0078606	0.014001	0	0	0
ENSG00000007341	1.8472	1.4062	1.4547	2.0208	2.6909	3.3014	5.0456	2.9838	4.8957	0.21194	0.44589	0.72408	5.4779	6.3523	5.6015	0.90686	2.9673	3.32	5.1527	4.7003	5.9029	6.9097	7.7545	5.7874	6.3764	7.2011	6.798
ENSG00000007350	0	0	0	0	0	0	0.05697	0.089099	0.061429	0	0	0.05006	0	0	0	0	0.19762	0.02244	0.31143	0.10705	0.13794	0	0	0.022708	0.78326	0.6485	0.73934
ENSG00000007372	1.5198	1.5477	1.6395	0.26362	0.19602	0.068606	0.63079	0.81269	1.1639	0.49799	0.16194	0.077359	0.44683	0.59381	0.35931	0.18564	0.1624	0.11056	0.10472	0.025077	0.15731	0.10529	0.26367	0.30899	16.5937	14.8249	12.6265
ENSG00000007376	7.5679	10.2403	9.9993	9.8907	4.6966	11.5513	20.4112	17.3533	26.6051	3.1632	7.4472	13.0778	10.0736	7.5335	6.403	20.9116	13.1077	11.6214	18.4453	12.82	5.5587	10.1991	15.8105	21.1087	14.034	5.6161	14.8763
ENSG00000007384	8.4199	14.3726	8.903	34.1301	23.1136	33.043	16.7727	15.6944	15.3897	1.0357	5.6648	4.6598	11.0396	10.9442	7.0289	42.144	52.401	46.4394	17.6973	12.2006	6.393	7.3575	14.4738	18.4246	9.1339	6.0295	6.6006
ENSG00000007392	25.9989	30.6758	39.2723	16.9465	14.7197	13.7504	39.8828	44.35	35.0899	10.2289	27.1172	28.247	6.3514	7.5877	4.8311	16.3531	12.9973	13.1383	11.3224	14.844	13.2418	40.7095	33.9822	32.1883	14.3488	21.1172	14.7731
ENSG00000007402	0.18645	0.25591	0.34344	0.017486	0.018331	0.034682	0.079096	0.025948	0.079993	0	0.026865	0	0.032274	0.029492	0.015387	0.026199	0.015084	0	0.034578	0	0	1.1624	3.071	3.9405	0.061232	0.049988	0.039827
ENSG00000007516	0.4416	0.1354	0.1909	0.17976	0.092215	0.33123	0.72854	0.28992	1.1891	0.1321	0.16616	0.39174	1.9871	3.5918	2.6643	0.04783	0.17926	0.31278	0.21235	0.024247	0.011502	0.34647	1.5753	2.1044	0.033421	0.023673	0.10873
ENSG00000007520	23.4606	31.7498	27.475	34.4236	26.0196	32.9589	30.1508	26.4421	30.0166	3.4892	9.5733	16.836	19.5342	12.91	15.6006	42.2802	33.9602	30.1702	37.6418	25.5817	18.3354	20.7537	33.1818	45.1618	39.6451	21.8324	42.3718
ENSG00000007541	6.663	11.5155	4.9793	7.6123	2.9844	5.8412	6.6276	5.5558	8.4664	0.30464	1.1314	1.0137	6.2116	3.2774	1.9489	16.2732	13.0267	10.2836	12.6497	7.8402	2.8246	2.0786	7.1901	10.8163	10.6569	3.9446	14.022
ENSG00000007545	5.1964	3.9569	6.2993	2.9654	3.1481	3.9824	4.5083	4.0381	6.8616	0.13569	0.68813	0.47051	3.7713	5.5679	2.119	4.9146	6.0446	6.4621	5.2536	7.1642	6.24	7.204	7.0009	7.3057	5.7391	7.207	5.9798
ENSG00000007866	3.263	4.3326	3.7638	59.8679	56.15	43.5983	45.4122	32.6483	49.6583	4.2125	11.3591	9.3078	31.4531	36.5309	22.6746	4.0678	4.4432	4.1868	1.6463	2.189	1.4094	19.2362	22.535	24.7191	3.0927	2.7277	3.2285
ENSG00000007908	0	0	0	0	0	0	0	0	0	0	0	0	0.013661	0	0	0.040305	0.13794	0.033158	0	0	0	0	0	0	0	0	0
ENSG00000007923	22.3489	24.9403	29.3967	22.2933	22.5211	31.3142	19.7944	20.5821	26.7538	1.2556	3.6253	6.6289	22.0505	22.2392	12.8636	16.8538	16.1483	18.5147	68.4864	69.0576	72.2373	27.4101	18.3236	19.6721	25.5487	25.0073	25.8969
ENSG00000007933	0	0	0	0.48529	1.2091	0.13195	0.023891	0.074676	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11581	0.28902	0.96977	0	0	0.027362
ENSG00000007944	17.9371	13.8607	11.1517	2.1154	4.1552	2.819	20.6694	8.1142	18.8682	0.59396	0.73712	0.53257	27.8911	31.1059	30.5988	5.8237	6.3954	7.839	19.6473	21.1043	19.2793	12.0022	16.0225	14.5503	10.8872	14.3818	13.1603
ENSG00000007952	5.1738	3.6625	2.4674	0.4892	0.43207	0.14905	7.8014	32.6356	16.5312	0.17618	0.71182	0.85406	1.967	1.3223	1.9359	0.26801	0.28132	0.35945	0.29554	0.22865	0.45502	0.54046	0.54494	0.31518	0.25732	0.60774	0.58045
ENSG00000007968	1.9325	2.3312	2.2397	0.062498	0.035724	0.55554	1.6675	1.1625	1.508	0.31055	0.92353	0.99205	0.77916	0.71728	0.40449	1.1554	1.217	1.5874	2.1779	2.7971	2.7742	4.2151	4.8773	4.8889	1.0637	1.3566	0.95177
ENSG00000008018	312.415	300.474	315.65	325.585	334.928	379.345	474.838	573.788	457.839	76.3987	347.967	296.108	173.313	175.977	187.258	458.83	511.387	489.863	296.336	283.717	317.666	510.757	440.918	421.087	425.954	515.825	454.351
ENSG00000008056	0	0	0	0.84481	0.71397	0.91426	0	0	0.073278	0	0	0	0	0	0.014392	0.12465	0.10329	0.12493	0.1707	0.227	0.15251	0.90183	0.71062	0.75572	0.28769	0.2784	0.25833
ENSG00000008083	4.2236	3.9061	4.8385	4.2681	4.1423	3.7395	5.6236	3.0887	5.5825	1.5285	2.5681	2.3152	5.5616	5.2023	3.5556	8.5803	9.7165	10.1062	7.7249	8.8773	7.3789	9.1428	10.2079	11.1453	11.052	13.2008	14.1847
ENSG00000008086	4.887	4.8319	4.3844	1.1738	1.3955	0.76243	3.5228	1.9887	3.9896	0.55897	0.41011	0.20472	3.0138	3.9485	2.0687	1.8779	2.682	2.7707	1.4502	1.7253	1.6715	1.8002	2.4686	3.3481	1.5447	2.6189	1.5349
ENSG00000008118	0.088563	0.16827	0.10744	1.8456	1.33	6.3331	0.18923	0.062778	0	0	0	0	0	0	0	0	0	0	0.079203	0	0	0	0.31089	0.12002	0.15922	0.2697	0.48257
ENSG00000008128	7.4921	8.7773	9.1197	9.6881	5.738	6.8393	9.346	5.5936	11.6038	0.54192	2.1303	1.9092	4.4426	4.1286	2.7374	9.3981	5.6412	8.7679	14.6144	11.0429	9.5755	6.5538	7.7549	9.1262	6.7063	6.3124	6.6835
ENSG00000008130	26.2145	29.2203	29.5521	24.9167	21.4205	26.4438	18.9692	17.9306	27.4618	4.7912	14.0391	15.9706	14.2814	14.5652	9.8236	29.4614	28.5064	28.9516	58.5886	55.3958	38.6572	13.5225	16.402	18.1283	31.8006	26.3617	33.274
ENSG00000008196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14907	0.088652	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080574	0	0	0	0
ENSG00000008226	0	0.013498	0	0	0	0.030813	0	0	0.029665	0	0	0	0.0097722	0	0	0	0	0.0099468	0	0	0	0	0.011323	0.024447	0.032145	0.0085829	0
ENSG00000008256	17.1913	21.7413	18.8706	35.6275	39.5092	37.1588	11.4815	10.2838	16.8019	0.17687	0.498	0.52403	6.3425	8.1959	5.1089	40.1165	42.1734	61.7334	54.924	53.3612	42.8962	49.8385	74.0512	74.7166	34.9572	36.9089	41.5875
ENSG00000008277	0.55559	0.92317	0.50235	0.080517	0.059643	0.063527	3.3104	1.2538	3.1277	0.15058	0.31139	0.28085	2.3244	3.6144	1.9942	3.014	3.1086	3.2078	1.8577	1.6337	1.3547	2.4261	5.2431	5.3431	2.1722	3.4129	3.1716
ENSG00000008282	181.2601	149.1643	123.8828	81.3534	74.6883	75.9332	58.3316	24.4119	59.5067	2.7315	6.6317	4.2985	244.7394	219.5182	223.7608	208.6355	203.5329	266.3739	134.1674	105.7122	153.7929	218.8398	181.7316	140.8451	89.3238	163.7928	128.371
ENSG00000008283	27.9275	29.6731	26.3547	11.7497	11.3032	10.2682	19.9337	22.6845	25.4838	0.28025	1.0472	0.78994	43.5284	45.4764	34.2186	15.1782	23.4327	16.2433	4.8883	5.0664	4.3797	20.4078	25.5184	28.2807	2.225	2.791	2.9646
ENSG00000008294	41.2872	38.414	40.6233	14.1956	15.598	21.0975	29.391	24.1488	39.4718	1.218	2.4339	2.2357	51.7147	60.2626	39.4892	47.6583	39.7801	54.1532	52.2912	56.6163	65.0843	28.5477	35.0075	29.1672	27.8416	44.6138	40.2607
ENSG00000008300	0.80307	1.2267	1.3459	0.16942	0.21291	0.30055	0.94211	0.95107	2.2995	0.33417	0.62427	0.67281	0.86255	0.90162	0.29444	0.087012	0.14781	0.056491	0.60681	0.57831	0.43512	2.8114	3.4209	4.5232	1.5718	1.5299	2.2221
